Id,SalePrice
1461,121731.1946
1462,155643.2223
1463,187507.3082
1464,203144.0248
1465,192407.2747
1466,169353.7071
1467,164780.1723
1468,158180.108
1469,190078.155
1470,114990.0413
1471,166227.9729
1472,99181.12595
1473,94579.61509
1474,150819.8107
1475,104262.2691
1476,370395.7943
1477,248063.977
1478,327645.003
1479,317173.932
1480,479553.5722
1481,336384.0821
1482,219284.2516
1483,186343.3477
1484,164846.6859
1485,191783.9511
1486,191826.8158
1487,334746.2755
1488,218001.4769
1489,194829.3005
1490,246493.1401
1491,199843.0591
1492,92672.46848
1493,182999.4952
1494,279309.763
1495,282502.0686
1496,222874.6217
1497,175627.2856
1498,184204.4279
1499,165329.2392
1500,160306.2407
1501,177941.4972
1502,141155.3454
1503,318512.1474
1504,226867.8062
1505,218226.3084
1506,185496.4103
1507,234619.3779
1508,200687.2173
1509,157373.1411
1510,140566.1739
1511,153064.7006
1512,171579.1442
1513,150620.9774
1514,146664.6622
1515,201120.7902
1516,160994.7358
1517,174980.274
1518,130940.1696
1519,196652.4095
1520,121470.7094
1521,126938.4467
1522,168618.1591
1523,112701.2193
1524,125156.2177
1525,117755.6935
1526,107575.0201
1527,107671.9344
1528,125752.6526
1529,150655.2896
1530,206240.4811
1531,116161.0176
1532,94651.81485
1533,141896.0492
1534,124933.0098
1535,143177.7555
1536,107734.4304
1537,53339.43883
1538,135291.8212
1539,187514.3456
1540,89708.79608
1541,151313.7768
1542,149239.0988
1543,174334.0726
1544,86372.04171
1545,112270.1881
1546,133082.5328
1547,145648.5532
1548,135162.0019
1549,120059.3897
1550,132939.6806
1551,99737.06236
1552,133283.4777
1553,143920.1611
1554,112829.8974
1555,157689.4344
1556,83253.70263
1557,107095.4598
1558,100383.5276
1559,53214.53275
1560,127292.4585
1561,116399.9108
1562,125846.9727
1563,117580.0629
1564,152320.0902
1565,160725.7865
1566,237085.5165
1567,81630.09783
1568,225292.9116
1569,139623.61
1570,131955.6974
1571,115739.4623
1572,134388.1067
1573,233250.5891
