Id,SalePrice
1461,120394.77
1462,136755.64
1463,181508.47
1464,155686.11
1465,179752.95
1466,177476.88
1467,196083.19
1468,173586.64
1469,211411.84
1470,130681.02
1471,202361.97
1472,105400.555
1473,106565.42
1474,121988.93
1475,126258.516
1476,326581.5
1477,237848.55
1478,312322.1
1479,280643.94
1480,399333.75
1481,283779.66
1482,195229.52
1483,177525.97
1484,180798.25
1485,219597.2
1486,189192.77
1487,288016.06
1488,205056.31
1489,188757
1490,194013.8
1491,205745.05
1492,110228.734
1493,200265.67
1494,247172.95
1495,276036.94
1496,225658.88
1497,185983.58
1498,166684.77
1499,140927.84
1500,154353.64
1501,164020.44
1502,168554.1
1503,259332.69
1504,253163.66
1505,231000.33
1506,189688.69
1507,201923.02
1508,196501.75
1509,189413.56
1510,167035.81
1511,141846.23
1512,146204.84
1513,138410.84
1514,123896.4
1515,189801.61
1516,153263.64
1517,194375.86
1518,140668.42
1519,202534.19
1520,128465.68
1521,156728.17
1522,160039.31
1523,128479.04
1524,133517.23
1525,156488.9
1526,118343.875
1527,108290.79
1528,130845.016
1529,138953.36
1530,187229.84
1531,150941.47
1532,91086.92
1533,132007.64
1534,114489.02
1535,130992.09
1536,117723.64
1537,65625.94
1538,153962.44
1539,146369.88
1540,59167.008
1541,134000.83
1542,118959.22
1543,178548.62
1544,105319.67
1545,116905.234
1546,147878.9
1547,158322.98
1548,128874.305
1549,85755.016
1550,124097.08
1551,107279.31
1552,137438.53
1553,121782.72
1554,125421.68
1555,144191.89
1556,96583.1
1557,77348.19
1558,93919.23
1559,81400.88
1560,168465.06
1561,142455.73
1562,137707.1
1563,128915.37
1564,162719.8
1565,147247.88
1566,215615.1
1567,78364.14
1568,204321.94
1569,160899.38
1570,164919.98
1571,118124.91
1572,126869.38
1573,229352.44
1574,99981.04
1575,271027.25
1576,196762.97
1577,190738.28
1578,140656.1
1579,138058.84
1580,194321.19
1581,149562.14
1582,144282.12
1583,277274.1
1584,198910.05
1585,131145.97
1586,102479.7
1587,106312.06
1588,180906.56
1589,111897.03
1590,134557.25
1591,133749.31
1592,114569.19
1593,108115.055
1594,232638.08
1595,101595.44
1596,190722.83
1597,169620.47
1598,173979.42
1599,168361.31
1600,170249.28
1601,86578.99
1602,125711.48
1603,106574.06
1604,254949.06
1605,216097
1606,168683.06
1607,169019.45
1608,216506.06
1609,192008.36
1610,159665.2
1611,138314.11
1612,179476.83
1613,168886.53
1614,143328.3
1615,118922.47
1616,107428.69
1617,101923.164
1618,142208.83
1619,158384.9
1620,161823.47
1621,133971.95
1622,125412.11
1623,222703.38
1624,211321.33
1625,116630.734
1626,196049.89
1627,210223.42
1628,246962.31
1629,169373.48
1630,305709.25
1631,263779.34
1632,202454.62
1633,184838.3
1634,199617.36
1635,164592.38
1636,168459.28
1637,169764.19
1638,144217.75
1639,195020.72
1640,253189.97
1641,205215.75
1642,263719.47
1643,216795.12
1644,258452.97
1645,179958.61
1646,176592.36
1647,162137.83
1648,152128.52
1649,150622.23
1650,107030.68
1651,131229.16
1652,107987.89
1653,121718.97
1654,162052.95
1655,151333.66
1656,140747.2
1657,149929.31
1658,147423.8
1659,141547.72
1660,180041.53
1661,411764.12
1662,391040.44
1663,335973.2
1664,401398.62
1665,230197.4
1666,234510.33
1667,323507.7
1668,251966.8
1669,234146.52
1670,344238.56
1671,274341.84
1672,365770.78
1673,273760.3
1674,223361.27
1675,198960.52
1676,192110.94
1677,198208.28
1678,325660.56
1679,382722.2
1680,343469.88
1681,210865.95
1682,288696.97
1683,239177.61
1684,181981.14
1685,190619
1686,188241.25
1687,191732.42
1688,209005.4
1689,192171.6
1690,179695.02
1691,202925.12
1692,231935.84
1693,189188.97
1694,201027.25
1695,153557.86
1696,227761.05
1697,176822.22
1698,270793.16
1699,338985.3
1700,298886.75
1701,298256.34
1702,271402.03
1703,233202.08
1704,261186.27
1705,242476.8
1706,328793.72
1707,178434.22
1708,206373.3
1709,242529.53
1710,228967.36
1711,272639.97
1712,221160.88
1713,243098.02
1714,229684.27
1715,218899.88
1716,140966.56
1717,162806.11
1718,149753.53
1719,202364.28
1720,189255.56
1721,156221.39
1722,145231.92
1723,174098.44
1724,177429.33
1725,232695.56
1726,157749.52
1727,134400.27
1728,188227.06
1729,164872.33
1730,146380.77
1731,149792.67
1732,142007.16
1733,121972.99
1734,112080.516
1735,131794.44
1736,114171.945
1737,203661.27
1738,200636.53
1739,175704.53
1740,191681.05
1741,184382.31
1742,181910.69
1743,155461.05
1744,223282.47
1745,203601.27
1746,184254.52
1747,186788.27
1748,165571.47
1749,160429.44
1750,141090.7
1751,257983.61
1752,119745.17
1753,147729.48
1754,174215.19
1755,149503.53
1756,130363.984
1757,108049.6
1758,151760.88
1759,146745.16
1760,178124.11
1761,143322.14
1762,184541.34
1763,201813.86
1764,116616.83
1765,147211.1
1766,204159.69
1767,173816.9
1768,144145.42
1769,162487.5
1770,167719
1771,146204.28
1772,129583.82
1773,150585.61
1774,111051.44
1775,138464.31
1776,117653.16
1777,103088.03
1778,157808.05
1779,131267.1
1780,191984
1781,128907.984
1782,91995.45
1783,135803.89
1784,128804.88
1785,120506.664
1786,146772.6
1787,115597.68
1788,59765.15
1789,100164.95
1790,99344.234
1791,147278.9
1792,156191
1793,166245.81
1794,145968
1795,138327.58
1796,153262.9
1797,127048.82
1798,142457.78
1799,118783.5
1800,103021.8
1801,116439.24
1802,110067.59
1803,168365.66
1804,134204.17
1805,134122.8
1806,129241.45
1807,108978.19
1808,114046.04
1809,99983.516
1810,121835.92
1811,83215.484
1812,106816.44
1813,160593.39
1814,106941.1
1815,72493.71
1816,116787.56
1817,123915.9
1818,134245.14
1819,160743.7
1820,66265.984
1821,137666.39
1822,141255.1
1823,51712.13
1824,162633.08
1825,129455.6
1826,97424.11
1827,111681.78
1828,124262.41
1829,99277.94
1830,127150.16
1831,168201.78
1832,84298.13
1833,147670.75
1834,110956.164
1835,98066.76
1836,110640.54
1837,120750.2
1838,147545.17
1839,111932.58
1840,145785.75
1841,86884.7
1842,112783.91
1843,144116
1844,133452.83
1845,115159.195
1846,159336.8
1847,144705.6
1848,69669.43
1849,101392.37
1850,124732.94
1851,159309.14
1852,124303.055
1853,184406.05
1854,184261.72
1855,201615.33
1856,178695.97
1857,153649.56
1858,134252.56
1859,127110.15
1860,150222.86
1861,106874.625
1862,269151.06
1863,243230.9
1864,243230.9
1865,304345.53
1866,253759.97
1867,189779.72
1868,221568.95
1869,200320.88
1870,225113.98
1871,252904
1872,184490.48
1873,213512.8
1874,174176.98
1875,196236.95
1876,208581.08
1877,215826.78
1878,196487.89
1879,139820.2
1880,157390.06
1881,215907.08
1882,225714.83
1883,195342.75
1884,213533.77
1885,226025.66
1886,262899.6
1887,216285.45
1888,203518.56
1889,163885.03
1890,145733.62
1891,124178.17
1892,102810.48
1893,154514.92
1894,129149.79
1895,152925.06
1896,142099.69
1897,139619.53
1898,128232.625
1899,191308.69
1900,159408.98
1901,171362
1902,157482.4
1903,190140.94
1904,147299.28
1905,216297.22
1906,178622.19
1907,179791.69
1908,117150.21
1909,151451.05
1910,121903.56
1911,188022
1912,296593.6
1913,144701.6
1914,71730.34
1915,310985.5
1916,108582.21
1917,231186.55
1918,141297
1919,155982.75
1920,141721.42
1921,251127.4
1922,225768.86
1923,197124.53
1924,262035.78
1925,205152.94
1926,319613.7
1927,160361.98
1928,168281.84
1929,140393.95
1930,153332.36
1931,139750.75
1932,135604.33
1933,183131.06
1934,186390.72
1935,193477.03
1936,170155.78
1937,211557.45
1938,162664.1
1939,268989.38
1940,195142.4
1941,168459.61
1942,172289.33
1943,136539.83
1944,388930.16
1945,349785.6
1946,193832.38
1947,277655.66
1948,188515.94
1949,223741.4
1950,170909.1
1951,217649.23
1952,185232
1953,153768.73
1954,200784.3
1955,137452.81
1956,208776.5
1957,165590.1
1958,210344.75
1959,142792.11
1960,116113.89
1961,125545.77
1962,107611.01
1963,123248.586
1964,105698.61
1965,154139.31
1966,124712.36
1967,296574.1
1968,323031.97
1969,364470.56
1970,334182.72
1971,343652.38
1972,356636.9
1973,273599.28
1974,302175.56
1975,408683.66
1976,288699.72
1977,302958.12
1978,320148.47
1979,290658.12
1980,200807.47
1981,351612.38
1982,215463.19
1983,219591.34
1984,142790.88
1985,223222.84
1986,176108.33
1987,232871.83
1988,166582.75
1989,180135.3
1990,198390.97
1991,193962.55
1992,199176.38
1993,159481.06
1994,240385.94
1995,196198.97
1996,196781.38
1997,285808.22
1998,291105.88
1999,310533.56
2000,281469.75
2001,251659.4
2002,206575.53
2003,244296.31
2004,260910.9
2005,207472.08
2006,192612.12
2007,221960.84
2008,195491.66
2009,186522.14
2010,195350.56
2011,175047.4
2012,168451.89
2013,182219.06
2014,201084
2015,196640.67
2016,201397.4
2017,233797.08
2018,143940.88
2019,125141.86
2020,118844.125
2021,86470.234
2022,182458.5
2023,132961.19
2024,302962.44
2025,378044.78
2026,163318.05
2027,164608.39
2028,140314.58
2029,152434.5
2030,298369
2031,250300.6
2032,255985.48
2033,236382.08
2034,161848
2035,263925.53
2036,146973.6
2037,136582.42
2038,208944.42
2039,231379.33
2040,211461.03
2041,220201.81
2042,230236.05
2043,163933.64
2044,166201.6
2045,164485.05
2046,117468.5
2047,153605.17
2048,119433.7
2049,127800.07
2050,158042.69
2051,110641.06
2052,136061.86
2053,133508.83
2054,99750.94
2055,127380.76
2056,152259
2057,119804.8
2058,217703.62
2059,137031.62
2060,185685.66
2061,171213.19
2062,126831.76
2063,135460.72
2064,145204.36
2065,132311.9
2066,177292.31
2067,144088.52
2068,133903.88
2069,87840.92
2070,103164.36
2071,108321.36
2072,129771.92
2073,174695.34
2074,214664.11
2075,148733.6
2076,121773.89
2077,170648.84
2078,123065.83
2079,144832.06
2080,119776.92
2081,125182.2
2082,91623.95
2083,149353.05
2084,119509.016
2085,121427.84
2086,142691.78
2087,151601.03
2088,142278.69
2089,88150.75
2090,136367.27
2091,86577.26
2092,141014.16
2093,129876.3
2094,73107.74
2095,150839.3
2096,84347.34
2097,102730.89
2098,127351.484
2099,79205.81
2100,69341.836
2101,135973.02
2102,97423.28
2103,134290.47
2104,123843.59
2105,147022.38
2106,112855.25
2107,122831.67
2108,112751.75
2109,120666.4
2110,158663.23
2111,132808.23
2112,127258.125
2113,108123.82
2114,128126.516
2115,135376.9
2116,131443.22
2117,150899.72
2118,107466.914
2119,121811.17
2120,138676.67
2121,82066.56
2122,118078.38
2123,91789.86
2124,138512.64
2125,101302.484
2126,159551.19
2127,132488.42
2128,119498.07
2129,111798.05
2130,181759.3
2131,149972.06
2132,101567.16
2133,124400.42
2134,126517.42
2135,116729.99
2136,92674.38
2137,149089.34
2138,157504.03
2139,166031.44
2140,136246.52
2141,148631.5
2142,136447.67
2143,146075.64
2144,114773.15
2145,137534.5
2146,176673.05
2147,150245.5
2148,144495.98
2149,144962.1
2150,186707.05
2151,115013.44
2152,134335.81
2153,173023.88
2154,126710.86
2155,146721.66
2156,266331.38
2157,216892.72
2158,199330.1
2159,211656.75
2160,175571.38
2161,202901.52
