Id,SalePrice
1461,106832.0187
1462,148046.7649
1463,189079.1195
1464,213961.0326
1465,185076.2161
1466,180435.5213
1467,177325.1481
1468,177050.8599
1469,181173.9946
1470,128652.0286
1471,184673.1496
1472,101525.0795
1473,101698.9427
1474,153897.0582
1475,109359.5371
1476,339023.3573
1477,220710.1448
1478,310067.7557
1479,318899.6961
1480,425938.585
1481,325598.2918
1482,233475.1033
1483,177065.7431
1484,174202.0439
1485,209654.51
1486,207084.9752
1487,302523.9609
1488,219056.6271
1489,185555.4006
1490,251690.0659
1491,198480.6702
1492,91258.8651
1493,193833.2702
1494,275817.0629
1495,270947.4781
1496,232146.599
1497,166712.2745
1498,177753.5211
1499,170394.6653
1500,178684.3171
1501,179050.5283
1502,172033.2466
1503,261784.4248
1504,243371.4438
1505,228142.3481
1506,179154.175
1507,243071.5065
1508,206699.9668
1509,150465.4353
1510,145132.0773
1511,140779.5141
1512,165118.4328
1513,139601.5424
1514,135458.0077
1515,186269.4299
1516,144593.8522
1517,177024.0569
1518,126896.7444
1519,198432.4303
1520,129095.4475
1521,131581.4632
1522,164107.6858
1523,114326.9772
1524,111299.9578
1525,114634.4204
1526,102714.3453
1527,106602.7741
1528,131517.4656
1529,134484.286
1530,177506.1817
1531,132657.67
1532,90393.003
1533,136891.8227
1534,114872.7392
1535,155064.0987
1536,105284.2051
1537,83083.7934
1538,133636.0983
1539,157042.3073
1540,101123.4946
1541,126144.2465
1542,121772.5773
1543,165421.4054
1544,82360.05466
1545,92024.27343
1546,126362.4939
1547,124290.1434
1548,103375.6535
1549,104541.3596
1550,131838.4867
1551,108376.4156
1552,134691.1983
1553,126323.3596
1554,119532.5511
1555,166615.4138
1556,100778.0195
1557,92802.25221
1558,110222.3882
1559,89605.14398
1560,140820.3946
1561,125698.3655
1562,142126.9473
1563,125155.3951
1564,154918.4191
1565,153123.6696
1566,209550.6466
1567,84553.24566
1568,246458.089
1569,169272.1787
1570,139390.4869
1571,116643.3562
1572,133872.731
1573,201134.5474
1574,122847.6403
1575,214820.6264
1576,241290.994
1577,185414.1709
1578,134791.0673
1579,134961.9782
1580,191328.534
1581,164136.8168
1582,116669.3124
1583,263256.2903
1584,214108.8937
1585,142025.0008
1586,80657.68314
1587,97645.81439
1588,139688.0905
1589,95843.81019
1590,127584.6535
1591,93091.74673
1592,151227.534
1593,117331.7007
1594,120022.7144
1595,109134.5435
1596,210822.5247
1597,185776.6676
1598,207840.2057
1599,164144.8534
1600,161125.4731
1601,73842.5667
1602,114199.2388
1603,87726.0688
1604,276474.9108
1605,221241.5278
1606,165619.3533
1607,151471.6854
1608,231613.8631
1609,174252.2743
1610,161949.1962
1611,146608.0213
1612,168246.1377
1613,170263.7099
1614,141461.29
1615,99190.36232
1616,83094.36732
1617,97112.99507
1618,123215.1877
1619,136722.1825
1620,169904.367
1621,141871.9791
1622,159804.9152
1623,243816.1838
1624,241493.4376
1625,110077.015
1626,186220.8845
1627,204512.3291
1628,276921.9577
1629,188765.0508
1630,288086.3277
1631,218648.6927
1632,205937.3259
1633,190666.8752
1634,198158.8503
1635,194194.4478
1636,162554.3833
1637,185815.5549
1638,175981.465
1639,173256.4627
1640,219187.7545
1641,180763.4781
1642,290594.7504
1643,211563.1395
1644,242143.103
1645,192541.8064
1646,174064.3694
1647,157537.9733
1648,129314.3308
1649,143104.3251
1650,114044.6499
1651,129173.9701
1652,101027.5336
1653,102263.9696
1654,150410.1359
1655,143755.6051
1656,153056.1637
1657,148678.1831
1658,161020.4754
1659,113009.7177
1660,177114.9062
1661,402285.612
1662,360136.3955
1663,356115.5407
1664,416323.9111
1665,286938.0175
1666,342760.8645
1667,373854.0469
1668,364490.4379
1669,317590.621
1670,353148.3544
1671,283635.9962
1672,369449.6355
1673,285517.6953
1674,232178.7064
1675,225038.3101
1676,232417.4799
1677,228070.0878
1678,407661.9454
1679,392711.4708
